const,x1,x3,x4,x5,x6,x8,x9,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68
1.0,0.0,6.0,5.0,102258.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,7.0,102258.0,36.0,189225.0,870.0,3045.0,44482230.0,6026055.0,36.0,42.0,83118.0,216.0,25.0,14.0,204516.0,27706.0,49.0,715806.0,96971.0,252.0,10456698564.0,1416580074.0,191905609.0,498708.0,1296.0
1.0,0.0,6.0,9.0,50400.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,7.0,50400.0,36.0,213444.0,924.0,3234.0,23284800.0,6345108.0,36.0,42.0,82404.0,216.0,81.0,14.0,100800.0,27468.0,49.0,352800.0,96138.0,252.0,2540160000.0,692193600.0,188622756.0,494424.0,1296.0
1.0,0.0,6.0,5.0,48174.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,800.0,3200.0,19269600.0,6416000.0,36.0,48.0,96240.0,216.0,25.0,16.0,96348.0,32080.0,64.0,385392.0,128320.0,288.0,2320734276.0,772710960.0,257281600.0,577440.0,1296.0
1.0,0.0,5.0,5.0,54990.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435600.0,1320.0,3960.0,36293400.0,7686360.0,25.0,30.0,58230.0,125.0,25.0,12.0,109980.0,23292.0,36.0,329940.0,69876.0,150.0,3023900100.0,640413540.0,135629316.0,291150.0,625.0
1.0,0.0,5.0,5.0,79350.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89401.0,299.0,1794.0,23725650.0,3532386.0,25.0,30.0,59070.0,125.0,25.0,6.0,79350.0,11814.0,36.0,476100.0,70884.0,150.0,6296422500.0,937440900.0,139570596.0,295350.0,625.0
1.0,0.0,7.0,5.0,47544.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,7.0,6.0,12030.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,6.0,47544.0,49.0,224676.0,948.0,2844.0,22535856.0,5702220.0,49.0,42.0,84210.0,343.0,25.0,12.0,95088.0,24060.0,36.0,285264.0,72180.0,294.0,2260431936.0,571954320.0,144720900.0,589470.0,2401.0
1.0,0.0,9.0,5.0,101232.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,7.0,101232.0,81.0,492804.0,2106.0,4914.0,71064864.0,9837828.0,81.0,63.0,126126.0,729.0,25.0,21.0,303696.0,42042.0,49.0,708624.0,98098.0,567.0,10247917824.0,1418665248.0,196392196.0,1135134.0,6561.0
1.0,0.0,8.0,5.0,99504.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,99504.0,20060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,10.0,99504.0,64.0,443556.0,1998.0,6660.0,66269664.0,13359960.0,64.0,80.0,160480.0,512.0,25.0,30.0,298512.0,60180.0,100.0,995040.0,200600.0,640.0,9901046016.0,1996050240.0,402403600.0,1283840.0,4096.0
1.0,0.0,8.0,5.0,118248.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,7.0,118248.0,64.0,559504.0,2244.0,5236.0,88449504.0,10477236.0,64.0,56.0,112056.0,512.0,25.0,21.0,354744.0,42021.0,49.0,827736.0,98049.0,448.0,13982589504.0,1656299736.0,196196049.0,896448.0,4096.0
1.0,0.0,3.0,7.0,18000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94864.0,308.0,1848.0,5544000.0,3599904.0,9.0,18.0,35064.0,27.0,49.0,6.0,18000.0,11688.0,36.0,108000.0,70128.0,54.0,324000000.0,210384000.0,136609344.0,105192.0,81.0
1.0,0.0,5.0,5.0,56000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147456.0,384.0,1920.0,21504000.0,3772800.0,25.0,25.0,49125.0,125.0,25.0,5.0,56000.0,9825.0,25.0,280000.0,49125.0,125.0,3136000000.0,550200000.0,96530625.0,245625.0,625.0
1.0,0.0,5.0,8.0,52200.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,8.0,52200.0,25.0,470596.0,1372.0,5488.0,35809200.0,10449152.0,25.0,40.0,76160.0,125.0,64.0,16.0,104400.0,30464.0,64.0,417600.0,121856.0,200.0,2724840000.0,795110400.0,232013824.0,380800.0,625.0
1.0,0.0,5.0,5.0,36000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451584.0,1344.0,2688.0,24192000.0,5322240.0,25.0,20.0,39600.0,125.0,25.0,8.0,72000.0,15840.0,16.0,144000.0,31680.0,100.0,1296000000.0,285120000.0,62726400.0,198000.0,625.0
1.0,0.0,5.0,7.0,35900.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123904.0,352.0,1760.0,12636800.0,3470720.0,25.0,25.0,49300.0,125.0,49.0,5.0,35900.0,9860.0,25.0,179500.0,49300.0,125.0,1288810000.0,353974000.0,97219600.0,246500.0,625.0
1.0,0.0,5.0,7.0,36000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,5.0,36000.0,25.0,153664.0,392.0,1960.0,14112000.0,3831800.0,25.0,25.0,48875.0,125.0,49.0,5.0,36000.0,9775.0,25.0,180000.0,48875.0,125.0,1296000000.0,351900000.0,95550625.0,244375.0,625.0
1.0,0.0,8.0,6.0,67200.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278784.0,1056.0,3168.0,35481600.0,6339168.0,64.0,48.0,96048.0,512.0,36.0,12.0,134400.0,24012.0,36.0,403200.0,72036.0,384.0,4515840000.0,806803200.0,144144036.0,768384.0,4096.0
1.0,0.0,5.0,5.0,18375.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275625.0,1050.0,2625.0,9646875.0,5263125.0,25.0,25.0,50125.0,125.0,25.0,10.0,36750.0,20050.0,25.0,91875.0,50125.0,125.0,337640625.0,184209375.0,100500625.0,250625.0,625.0
1.0,1.0,7.0,5.0,82509.0,49.0,0.0,0.0,1.0,0.0,834.0,7.0,5.0,8.0,15968.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,8.0,82509.0,49.0,695556.0,2502.0,6672.0,68812506.0,13317312.0,49.0,56.0,111776.0,343.0,25.0,24.0,247527.0,47904.0,64.0,660072.0,127744.0,392.0,6807735081.0,1317503712.0,254977024.0,782432.0,2401.0
1.0,1.0,9.0,5.0,132966.0,81.0,0.0,0.0,1.0,0.0,779.0,9.0,5.0,10.0,19990.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,10.0,132966.0,81.0,606841.0,2337.0,7790.0,103580514.0,15572210.0,81.0,90.0,179910.0,729.0,25.0,30.0,398898.0,59970.0,100.0,1329660.0,199900.0,810.0,17679957156.0,2657990340.0,399600100.0,1619190.0,6561.0
1.0,0.0,8.0,5.0,96240.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,8.0,7.0,14049.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669124.0,2454.0,5726.0,78724320.0,11492082.0,64.0,56.0,112392.0,512.0,25.0,21.0,288720.0,42147.0,49.0,673680.0,98343.0,448.0,9262137600.0,1352075760.0,197374401.0,899136.0,4096.0
1.0,0.0,6.0,5.0,63180.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254016.0,1008.0,2016.0,31842720.0,3985632.0,36.0,24.0,47448.0,216.0,25.0,8.0,126360.0,15816.0,16.0,252720.0,31632.0,144.0,3991712400.0,499627440.0,62536464.0,284688.0,1296.0
1.0,0.0,9.0,2.0,102546.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,102546.0,16080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,8.0,102546.0,81.0,695556.0,2502.0,6672.0,85523364.0,13410720.0,81.0,72.0,144720.0,729.0,4.0,24.0,307638.0,48240.0,64.0,820368.0,128640.0,648.0,10515682116.0,1648939680.0,258566400.0,1302480.0,6561.0
1.0,0.0,6.0,6.0,53124.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,4.0,53124.0,36.0,36864.0,192.0,768.0,10199808.0,1471488.0,36.0,24.0,45984.0,216.0,36.0,4.0,53124.0,7664.0,16.0,212496.0,30656.0,144.0,2822159376.0,407142336.0,58736896.0,275904.0,1296.0
1.0,0.0,7.0,7.0,193550.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,9.0,193550.0,49.0,255025.0,1010.0,4545.0,97742750.0,8908200.0,49.0,63.0,123480.0,343.0,49.0,18.0,387100.0,35280.0,81.0,1741950.0,158760.0,441.0,37461602500.0,3414222000.0,311169600.0,864360.0,2401.0
1.0,0.0,6.0,6.0,39774.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,300.0,1800.0,11932200.0,3465000.0,36.0,36.0,69300.0,216.0,36.0,6.0,39774.0,11550.0,36.0,238644.0,69300.0,216.0,1581971076.0,459389700.0,133402500.0,415800.0,1296.0
1.0,0.0,8.0,5.0,39384.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39384.0,10005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,5.0,39384.0,64.0,465124.0,1364.0,3410.0,26859888.0,6823410.0,64.0,40.0,80040.0,512.0,25.0,10.0,78768.0,20010.0,25.0,196920.0,50025.0,320.0,1551099456.0,394036920.0,100100025.0,640320.0,4096.0
1.0,0.0,6.0,5.0,55122.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234256.0,968.0,2420.0,26679048.0,4798860.0,36.0,30.0,59490.0,216.0,25.0,10.0,110244.0,19830.0,25.0,275610.0,49575.0,180.0,3038434884.0,546534630.0,98307225.0,356940.0,1296.0
1.0,0.0,6.0,6.0,52560.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97344.0,312.0,1872.0,16398720.0,3667248.0,36.0,36.0,70524.0,216.0,36.0,6.0,52560.0,11754.0,36.0,315360.0,70524.0,216.0,2762553600.0,617790240.0,138156516.0,423144.0,1296.0
1.0,0.0,5.0,5.0,22855.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263169.0,1539.0,3591.0,11724615.0,6880356.0,25.0,35.0,67060.0,125.0,25.0,21.0,68565.0,40236.0,49.0,159985.0,93884.0,175.0,522351025.0,306531260.0,179881744.0,335300.0,625.0
1.0,0.0,5.0,6.0,54000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173056.0,416.0,2912.0,22464000.0,5576480.0,25.0,35.0,67025.0,125.0,36.0,7.0,54000.0,13405.0,49.0,378000.0,93835.0,175.0,2916000000.0,723870000.0,179694025.0,335125.0,625.0
1.0,0.0,8.0,5.0,113720.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.0,8.0,9.0,18045.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,9.0,113720.0,64.0,727609.0,2559.0,7677.0,97003160.0,15392385.0,64.0,72.0,144360.0,512.0,25.0,27.0,341160.0,54135.0,81.0,1023480.0,162405.0,576.0,12932238400.0,2052077400.0,325622025.0,1154880.0,4096.0
1.0,0.0,5.0,4.0,25000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123904.0,352.0,2112.0,8800000.0,4012800.0,25.0,30.0,57000.0,125.0,16.0,6.0,25000.0,11400.0,36.0,150000.0,68400.0,150.0,625000000.0,285000000.0,129960000.0,285000.0,625.0
1.0,0.0,6.0,6.0,72276.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,8.0,72276.0,36.0,303601.0,1102.0,4408.0,39824076.0,8710208.0,36.0,48.0,94848.0,216.0,36.0,16.0,144552.0,31616.0,64.0,578208.0,126464.0,288.0,5223820176.0,1142539008.0,249892864.0,569088.0,1296.0
1.0,0.0,5.0,7.0,130710.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97344.0,312.0,1872.0,40781520.0,3672864.0,25.0,30.0,58860.0,125.0,49.0,6.0,130710.0,11772.0,36.0,784260.0,70632.0,150.0,17085104100.0,1538718120.0,138579984.0,294300.0,625.0
1.0,0.0,5.0,5.0,35120.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202500.0,900.0,2250.0,15804000.0,4511250.0,25.0,25.0,50125.0,125.0,25.0,10.0,70240.0,20050.0,25.0,175600.0,50125.0,125.0,1233414400.0,352078000.0,100500625.0,250625.0,625.0
1.0,0.0,6.0,5.0,26610.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176400.0,840.0,1260.0,11176200.0,2523780.0,36.0,18.0,36054.0,216.0,25.0,6.0,53220.0,12018.0,9.0,79830.0,18027.0,108.0,708092100.0,159899490.0,36108081.0,216324.0,1296.0
1.0,0.0,7.0,5.0,94150.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242064.0,984.0,3936.0,46321800.0,7879872.0,49.0,56.0,112112.0,343.0,25.0,16.0,188300.0,32032.0,64.0,753200.0,128128.0,392.0,8864222500.0,1507906400.0,256512256.0,784784.0,2401.0
1.0,0.0,4.0,5.0,35108.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270400.0,1040.0,2600.0,18256160.0,5067400.0,16.0,20.0,38980.0,64.0,25.0,10.0,70216.0,19490.0,25.0,175540.0,48725.0,80.0,1232571664.0,342127460.0,94965025.0,155920.0,256.0
1.0,0.0,4.0,6.0,27840.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435600.0,1320.0,3300.0,18374400.0,6501000.0,16.0,20.0,39400.0,64.0,36.0,10.0,55680.0,19700.0,25.0,139200.0,49250.0,80.0,775065600.0,274224000.0,97022500.0,157600.0,256.0
1.0,0.0,5.0,5.0,52970.0,25.0,5.0,9630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,200.0,1000.0,10594000.0,1926000.0,25.0,25.0,48150.0,125.0,25.0,5.0,52970.0,9630.0,25.0,264850.0,48150.0,125.0,2805820900.0,510101100.0,92736900.0,240750.0,625.0
1.0,0.0,5.0,5.0,39190.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,6.0,39190.0,25.0,82944.0,288.0,1728.0,11286720.0,3398976.0,25.0,30.0,59010.0,125.0,25.0,6.0,39190.0,11802.0,36.0,235140.0,70812.0,150.0,1535856100.0,462520380.0,139287204.0,295050.0,625.0
1.0,0.0,6.0,5.0,26556.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,3.0,26556.0,36.0,176400.0,840.0,1260.0,11153520.0,2525040.0,36.0,18.0,36072.0,216.0,25.0,6.0,53112.0,12024.0,9.0,79668.0,18036.0,108.0,705221136.0,159654672.0,36144144.0,216432.0,1296.0
1.0,0.0,5.0,5.0,36000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360000.0,1200.0,3600.0,21600000.0,7099200.0,25.0,30.0,59160.0,125.0,25.0,12.0,72000.0,23664.0,36.0,216000.0,70992.0,150.0,1296000000.0,425952000.0,139996224.0,295800.0,625.0
1.0,0.0,5.0,6.0,823300.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,4.0,14.0,1646600.0,50.0,279841.0,1058.0,3703.0,435525700.0,7276395.0,25.0,35.0,68775.0,125.0,36.0,14.0,1646600.0,27510.0,49.0,5763100.0,96285.0,175.0,677822890000.0,11324491500.0,189200025.0,343875.0,625.0
1.0,0.0,5.0,4.0,54000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,10.0,54000.0,25.0,270400.0,1040.0,5200.0,28080000.0,9880000.0,25.0,50.0,95000.0,125.0,16.0,20.0,108000.0,38000.0,100.0,540000.0,190000.0,250.0,2916000000.0,1026000000.0,361000000.0,475000.0,625.0
1.0,0.0,6.0,5.0,42336.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,8.0,42336.0,36.0,233289.0,966.0,3864.0,20448288.0,7585032.0,36.0,48.0,94224.0,216.0,25.0,16.0,84672.0,31408.0,64.0,338688.0,125632.0,288.0,1792336896.0,664844544.0,246615616.0,565344.0,1296.0
1.0,0.0,8.0,5.0,36720.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,8.0,6.0,12036.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,6.0,36720.0,64.0,393129.0,1254.0,3762.0,23023440.0,7546572.0,64.0,48.0,96288.0,512.0,25.0,12.0,73440.0,24072.0,36.0,220320.0,72216.0,384.0,1348358400.0,441961920.0,144865296.0,770304.0,4096.0
1.0,0.0,8.0,8.0,98616.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,5.0,98616.0,64.0,374544.0,1224.0,3060.0,60352992.0,6067980.0,64.0,40.0,79320.0,512.0,64.0,10.0,197232.0,19830.0,25.0,493080.0,49575.0,320.0,9725115456.0,977777640.0,98307225.0,634560.0,4096.0
1.0,0.0,7.0,6.0,68250.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,8.0,68250.0,49.0,339889.0,1166.0,4664.0,39789750.0,9318672.0,49.0,56.0,111888.0,343.0,36.0,16.0,136500.0,31968.0,64.0,546000.0,127872.0,392.0,4658062500.0,1090908000.0,255488256.0,783216.0,2401.0
