const,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Veenker,Condition2_PosN,Exterior1st_BrkFace,Fireplaces,GarageArea,OverallQual,OverallCond,GarageCars,TotRmsAbvGrd,OverallQual * LotArea,YearBuilt * TotRmsAbvGrd,OverallQual**2
1.0,0,0,0,0,0,0,0,1,484,7,5,2,8,63700,16032,49
1.0,0,0,0,1,0,0,0,1,841,8,5,3,12,428032,24036,64
1.0,0,0,0,0,0,0,0,0,576,5,5,2,5,36260,9910,25
1.0,0,0,0,0,0,0,0,0,396,4,5,2,6,35508,11706,16
1.0,0,0,0,0,0,0,0,1,672,6,5,2,6,46914,11856,36
1.0,0,0,0,0,0,0,0,0,275,5,5,1,5,50750,9790,25
1.0,0,0,1,0,0,0,0,1,895,8,5,3,9,113808,18054,64
1.0,0,0,0,0,0,0,0,0,412,6,5,2,5,27000,9990,36
1.0,0,0,0,0,0,0,0,0,865,7,5,3,7,78470,14035,49
1.0,0,0,0,0,0,0,0,1,440,5,5,2,5,66750,9870,25
1.0,0,0,0,0,0,0,0,2,630,5,5,2,10,42000,19770,25
1.0,0,0,0,0,0,0,0,0,504,6,5,2,4,63180,7908,36
1.0,0,0,0,0,0,0,0,1,402,7,5,2,6,55125,11970,49
1.0,0,0,0,0,0,0,0,0,484,6,5,2,7,42918,13944,36
1.0,0,0,0,0,0,0,0,0,605,7,5,2,6,113995,12006,49
1.0,0,0,0,0,0,0,0,1,602,5,6,2,4,45505,7912,25
1.0,0,0,0,0,0,0,1,1,457,6,5,2,7,58740,13769,36
1.0,0,0,0,0,0,0,0,0,416,5,6,1,7,54000,13405,25
1.0,0,0,0,0,0,0,0,0,618,7,5,2,8,70994,16032,49
1.0,0,0,0,0,0,0,0,0,281,4,7,1,4,24000,7816,16
1.0,0,0,0,0,0,0,0,0,444,6,8,2,9,73230,17694,36
1.0,0,0,0,0,0,0,0,1,397,7,5,2,5,22274,10025,49
1.0,0,0,0,0,0,0,0,2,539,6,5,2,5,67998,9880,36
1.0,0,1,0,0,0,0,0,1,455,7,5,2,8,69440,15968,49
1.0,0,0,0,0,0,0,0,0,474,8,5,2,7,73264,14049,64
1.0,0,0,0,0,0,0,0,1,409,7,5,2,7,75824,13958,49
1.0,0,0,0,0,0,0,0,1,476,6,6,2,7,50400,13860,36
1.0,0,0,0,0,0,0,0,1,528,6,5,2,7,49182,13839,36
1.0,0,0,0,0,0,0,0,0,240,5,5,1,4,38385,7812,25
1.0,0,0,1,0,0,0,0,2,820,9,5,3,11,121662,22088,81
1.0,0,0,0,0,0,0,0,2,240,5,7,1,7,36000,13559,25
1.0,0,0,0,0,0,0,0,0,603,6,5,2,8,76788,15976,36
1.0,0,0,0,0,0,0,0,0,440,4,7,2,5,19200,9580,16
1.0,0,0,0,0,0,0,0,1,410,7,5,2,7,57393,14035,49
1.0,0,0,1,0,0,0,0,1,1020,9,5,3,12,125019,24096,81
1.0,0,0,0,0,0,0,0,0,286,5,5,1,5,45000,9770,25
1.0,0,0,0,0,0,0,0,0,554,7,5,2,6,85918,12048,49
1.0,0,0,0,0,0,0,0,0,384,5,5,1,6,48750,11802,25
1.0,0,0,0,0,0,0,0,1,528,5,6,2,6,106920,11538,25
1.0,0,0,0,0,0,0,0,1,484,5,5,2,6,67000,11796,25
1.0,0,0,0,0,0,0,0,0,360,5,5,2,11,40500,20878,25
1.0,0,0,0,0,0,0,0,1,484,6,6,2,5,60840,9870,36
1.0,0,0,0,0,0,0,0,1,420,6,5,2,4,26628,8016,36
1.0,0,0,0,0,0,0,0,0,504,5,5,2,4,43560,7808,25
1.0,0,0,0,0,0,0,0,0,301,6,6,1,7,58500,13706,36
1.0,0,0,0,0,0,0,0,0,280,5,7,1,7,41240,13426,25
1.0,0,0,0,0,0,0,0,0,598,7,5,2,6,84959,11988,49
1.0,0,0,0,0,0,0,1,1,275,5,6,1,4,57125,7816,25
1.0,0,0,0,0,0,0,0,2,857,8,5,3,7,106120,14014,64
1.0,0,0,0,0,0,0,0,0,440,6,7,2,6,52896,11826,36
1.0,0,0,1,0,0,0,0,1,484,7,5,2,6,44597,12054,49
1.0,0,0,0,0,0,0,0,0,595,7,5,2,6,50582,12018,49
1.0,0,0,0,0,0,0,0,0,576,4,4,2,4,24000,7812,16
1.0,0,0,0,0,0,0,0,1,433,7,5,2,7,86758,14021,49
1.0,0,0,0,0,0,0,0,1,240,6,7,1,7,59400,13580,36
1.0,0,0,0,0,0,0,0,1,776,8,5,2,7,89728,14042,64
1.0,0,0,1,0,0,1,0,1,1220,10,5,3,7,148030,14049,100
1.0,0,0,0,0,0,0,0,1,527,7,5,2,6,59703,12006,49
1.0,0,0,0,0,0,0,0,0,538,5,5,2,7,143490,13769,25
1.0,0,0,0,0,0,0,0,0,480,7,5,2,4,17808,8020,49
1.0,0,0,0,0,0,0,0,2,458,6,5,2,6,71400,11742,36
1.0,0,0,0,0,0,0,0,0,480,7,5,2,4,22260,8020,49
1.0,0,0,0,0,0,0,0,1,613,7,6,2,7,66836,14021,49
1.0,0,0,0,0,0,0,0,0,472,6,6,2,6,60024,11784,36
1.0,0,0,0,0,0,0,0,0,456,5,6,2,6,39375,11766,25
1.0,0,0,0,0,0,0,0,0,436,4,7,2,4,38400,7800,16
1.0,0,0,0,0,0,0,0,0,812,5,6,2,5,40500,9740,25
1.0,0,0,0,0,0,0,0,0,264,6,5,1,5,10080,9865,36
1.0,0,0,0,0,0,0,0,0,352,5,6,1,6,47625,11970,25
1.0,0,0,0,0,0,0,0,0,240,5,6,1,6,58835,11676,25
1.0,0,0,0,0,0,0,0,0,400,6,8,1,7,72930,13475,36
1.0,0,0,0,0,0,0,0,1,686,5,8,2,8,52200,15232,25
1.0,0,0,0,0,0,0,0,0,490,6,7,2,6,54120,11796,36
1.0,0,0,0,0,0,0,0,1,720,5,8,3,7,63325,13405,25
1.0,0,0,0,0,0,0,0,2,611,5,5,2,6,83235,11850,25
1.0,0,0,0,0,0,0,0,1,425,7,5,2,7,65219,13951,49
1.0,0,0,0,0,0,0,0,1,338,5,6,1,5,77615,9860,25
1.0,0,0,0,0,0,0,0,1,360,6,8,2,10,273600,19080,36
1.0,0,0,0,0,1,0,0,1,512,6,7,2,7,57600,13832,36
1.0,0,0,0,0,0,0,0,0,420,6,5,2,3,26610,6009,36
1.0,0,0,0,0,0,0,0,1,400,8,5,2,7,25568,14021,64
1.0,1,0,0,0,0,0,0,2,240,7,5,1,7,49896,13587,49
1.0,0,0,0,0,0,0,0,1,645,6,6,2,7,72570,13748,36
1.0,0,0,0,0,0,0,0,1,454,5,4,2,6,89600,11730,25
1.0,0,0,0,0,0,0,0,0,260,5,8,1,6,34485,11772,25
1.0,0,0,0,0,0,0,0,0,576,6,6,2,5,65820,9890,36
1.0,0,0,0,0,0,0,0,1,343,6,5,2,6,48750,11964,36
1.0,0,0,0,0,0,0,0,1,479,7,5,2,6,72800,11856,49
1.0,0,0,0,0,0,0,0,1,619,6,7,2,9,66174,17712,36
1.0,1,0,0,0,0,0,0,1,216,7,8,1,7,53494,13426,49
1.0,0,0,0,0,0,0,0,0,504,5,4,2,6,58125,11790,25
1.0,0,0,0,0,0,0,0,0,480,6,5,2,6,58032,11904,36
1.0,0,0,0,0,0,0,1,0,672,5,5,1,6,39655,11754,25
1.0,0,0,0,0,0,0,0,0,529,7,5,2,6,60480,12042,49
1.0,0,0,0,0,0,0,0,0,902,5,6,2,5,43750,9850,25
1.0,0,0,0,0,0,0,0,1,870,8,5,3,6,85248,12036,64
1.0,0,0,0,0,0,0,0,0,544,4,5,2,5,27880,9805,16
1.0,0,0,0,0,0,0,0,1,672,5,6,2,7,73810,13636,25
1.0,0,0,0,0,0,0,0,1,574,7,5,2,8,69566,15944,49
1.0,0,0,0,0,0,0,0,0,308,5,5,1,5,33000,9810,25
1.0,0,0,0,0,0,0,0,0,523,6,5,2,7,52500,13986,36
1.0,0,0,0,0,0,0,0,0,414,5,7,2,5,44460,9765,25
1.0,0,0,0,0,0,0,0,1,288,5,7,1,6,60720,11694,25
1.0,0,0,0,0,0,0,0,0,200,5,6,1,5,28600,9705,25
1.0,0,0,0,0,0,0,0,1,550,8,5,2,11,72000,22077,64
1.0,0,0,0,0,0,0,0,0,648,4,5,2,5,101144,9815,16
1.0,0,0,1,0,0,0,0,1,738,9,5,3,10,79506,20040,81
1.0,0,0,0,0,0,0,0,0,576,5,7,2,6,58910,11766,25
1.0,0,0,0,0,0,0,0,0,336,5,8,1,6,35000,11868,25
1.0,0,0,0,0,0,0,0,0,450,5,5,2,5,35120,10025,25
1.0,0,0,0,0,0,0,0,1,400,7,5,2,7,96306,13930,49
1.0,0,0,0,0,0,0,0,1,389,6,5,2,7,57816,13944,36
1.0,0,0,0,0,0,0,0,0,440,4,5,1,10,24816,19120,16
1.0,0,0,0,0,0,0,0,0,288,5,5,1,5,35750,9835,25
1.0,0,0,0,0,0,0,0,1,506,9,5,2,5,46071,9995,81
1.0,0,0,0,0,0,0,0,0,588,5,5,2,8,41965,15672,25
1.0,0,0,0,0,0,0,0,0,300,5,7,1,8,82330,15640,25
1.0,0,0,0,0,0,0,0,1,621,8,6,2,8,126920,15760,64
1.0,0,0,0,0,0,0,0,1,505,6,4,2,6,72960,11718,36
1.0,0,0,0,0,0,0,0,1,576,5,7,2,6,40320,11694,25
1.0,0,0,0,0,0,0,0,1,440,6,5,2,7,67104,13846,36
1.0,0,0,0,0,0,0,0,0,264,6,8,1,6,50484,11778,36
1.0,0,0,0,0,0,0,0,1,354,5,5,1,6,66420,11724,25
1.0,0,0,0,0,0,0,0,0,400,5,5,2,8,35090,15832,25
1.0,0,0,0,0,0,0,0,1,483,6,5,2,8,42336,15704,36
1.0,0,0,0,0,0,0,0,0,327,4,6,1,6,35060,11616,16
1.0,0,0,0,0,0,0,0,0,528,5,5,2,12,35090,23748,25
1.0,0,0,1,0,0,0,0,2,820,9,5,3,11,116271,22099,81
1.0,0,0,0,0,0,0,0,1,288,5,7,1,6,34965,11766,25
1.0,0,0,0,0,0,0,0,0,684,4,6,1,4,29360,7884,16
1.0,0,0,0,0,0,0,0,0,756,5,7,1,5,43560,9785,25
1.0,0,0,0,0,0,0,0,1,393,7,5,2,8,55125,16024,49
1.0,0,0,0,0,0,0,0,1,690,7,5,3,7,104013,14042,49
1.0,0,0,0,0,0,0,0,0,288,5,6,1,6,30865,11802,25
1.0,0,0,0,0,0,0,0,0,280,5,5,1,6,49600,11724,25
1.0,0,0,0,0,0,0,0,1,865,8,5,3,8,108008,16048,64
1.0,1,0,0,0,0,0,1,1,180,7,7,1,6,80500,11616,49
1.0,0,0,0,0,0,0,0,0,484,5,5,2,5,44425,9915,25
1.0,0,0,0,0,0,0,0,1,390,6,5,2,8,75534,16040,36
1.0,0,0,0,0,0,0,0,0,480,5,5,2,12,58000,23520,25
1.0,0,0,0,0,0,0,0,0,252,5,7,1,5,46430,9885,25
1.0,0,0,0,0,0,0,0,0,450,5,7,1,6,30600,11550,25
1.0,1,0,0,0,0,0,0,0,871,5,6,3,8,31350,15592,25
1.0,0,0,0,0,0,0,0,0,528,6,5,2,4,18000,8036,36
1.0,0,0,0,0,0,0,0,0,286,4,5,1,6,8004,11820,16
1.0,0,0,0,0,0,0,0,0,308,2,3,1,4,18000,7796,4
1.0,0,0,0,0,0,0,0,0,284,4,6,1,6,68560,11736,16
1.0,0,0,0,0,0,0,0,1,833,7,5,3,8,91875,15928,49
1.0,0,0,0,0,0,0,0,1,601,6,8,2,6,66174,11748,36
1.0,0,0,0,0,0,0,0,0,471,6,5,2,7,50772,13958,36
1.0,0,0,0,0,0,0,0,1,397,6,5,2,6,61422,12030,36
1.0,0,0,0,0,0,0,0,1,533,6,5,2,5,48072,9965,36
1.0,0,0,0,0,0,0,0,1,612,6,6,2,7,61440,13860,36
1.0,0,0,0,0,0,0,0,0,540,5,6,2,6,78055,11862,25
1.0,0,0,1,0,0,0,0,1,656,8,5,3,10,95992,20030,64
1.0,0,0,0,0,0,0,0,1,486,7,5,2,9,69300,17712,49
1.0,0,0,0,0,0,0,0,1,522,8,5,2,7,94704,14007,64
1.0,0,0,0,0,0,0,0,1,642,7,5,2,8,91042,15976,49
1.0,0,0,0,0,0,0,0,0,610,8,5,3,7,71400,14049,64
1.0,0,0,0,0,0,0,0,0,429,5,6,1,5,45500,9825,25
1.0,0,0,0,0,0,0,0,1,788,9,5,3,8,105030,16048,81
1.0,0,0,0,0,0,0,0,0,570,7,5,2,6,59409,12024,49
1.0,0,0,0,0,0,0,0,1,505,7,7,2,9,193550,17640,49
1.0,0,0,0,0,0,0,0,0,528,4,5,2,5,23300,9630,16
1.0,0,0,0,0,0,0,0,0,555,7,5,2,5,70581,10015,49
1.0,0,0,0,0,0,0,0,1,689,7,5,2,8,67725,16040,49
1.0,0,0,0,0,0,0,0,0,868,7,5,3,7,61320,14042,49
1.0,0,0,0,0,0,0,0,2,349,7,7,1,10,168630,19400,49
1.0,0,0,0,0,0,0,0,0,574,6,5,2,8,75840,15808,36
1.0,0,0,0,0,0,0,0,1,390,7,5,2,8,61285,15992,49
1.0,0,0,0,0,0,0,0,0,576,5,4,2,8,125000,15736,25
1.0,0,0,0,0,0,0,0,1,525,6,6,2,7,86250,13706,36
1.0,0,0,0,0,0,0,0,0,456,5,6,2,7,44100,13230,25
1.0,0,0,0,0,0,0,0,1,796,5,6,1,6,40815,11754,25
1.0,0,0,0,0,0,0,0,1,808,8,5,3,9,116288,18018,64
1.0,0,0,0,0,0,0,0,1,474,7,5,2,7,98042,14014,49
1.0,0,0,0,0,0,0,0,1,676,6,7,2,5,56160,9860,36
1.0,0,0,0,0,0,0,0,0,720,5,8,2,5,36000,9750,25
1.0,0,0,0,0,0,0,0,0,300,5,5,1,6,39000,11790,25
1.0,0,0,0,0,0,0,0,0,396,5,8,1,5,36000,9860,25
1.0,0,0,0,0,0,0,0,1,530,5,4,2,7,55375,13783,25
1.0,1,0,0,0,0,0,0,0,492,6,6,2,8,42816,15568,36
1.0,0,0,0,0,0,0,0,1,462,6,6,2,5,7800,9900,36
1.0,0,0,0,0,0,0,0,0,576,5,5,2,6,37100,11772,25
1.0,0,0,0,0,0,0,0,0,531,7,5,2,6,59150,12018,49
1.0,0,0,0,0,0,0,0,0,484,7,5,2,6,18004,11994,49
1.0,0,0,0,0,0,0,0,1,619,6,7,2,11,73362,21747,36
1.0,0,0,0,0,0,0,0,1,440,6,6,2,7,13848,13832,36
1.0,0,0,0,0,0,0,0,0,702,9,5,2,7,107307,14049,81
1.0,0,0,0,0,0,0,0,1,510,7,5,2,8,79212,16016,49
1.0,0,0,0,0,0,0,0,1,393,6,5,2,8,61422,16040,36
1.0,1,0,0,0,0,0,0,2,256,5,7,1,7,48000,13580,25
1.0,0,0,0,0,0,0,0,0,260,5,7,1,6,36950,11730,25
1.0,0,0,0,0,0,0,0,0,264,6,5,1,6,62292,11748,36
1.0,0,0,1,0,0,0,0,0,474,7,5,2,6,15876,12018,49
1.0,0,0,0,0,0,0,0,1,264,6,5,1,5,47352,9895,36
1.0,0,0,0,0,0,0,0,0,480,7,5,2,6,81473,12042,49
1.0,0,0,0,0,0,0,0,0,532,7,8,2,8,79898,15280,49
1.0,0,0,0,0,0,0,0,0,490,7,5,2,6,18557,12000,49
1.0,0,0,0,0,0,0,0,0,569,7,5,2,4,29918,8024,49
1.0,0,0,0,0,0,0,0,0,400,4,5,2,5,37800,9770,16
1.0,0,0,0,0,0,0,0,0,480,5,6,2,5,44080,9815,25
1.0,0,0,0,0,0,0,0,0,588,7,9,2,6,84854,11766,49
1.0,0,1,0,0,0,0,0,1,676,8,5,3,8,97624,15984,64
1.0,0,0,0,0,0,0,0,1,388,7,5,2,6,22274,12042,49
1.0,0,0,0,0,0,0,0,1,779,8,5,2,9,90000,18018,64
1.0,0,0,0,0,0,0,0,0,539,5,5,2,8,50625,15816,25
1.0,0,0,0,0,0,0,0,0,240,5,5,1,5,54400,9750,25
1.0,0,0,0,0,0,0,0,0,255,6,8,1,5,31860,9550,36
1.0,0,0,1,0,0,0,0,1,606,9,5,3,8,91431,16072,81
1.0,0,0,0,0,0,0,0,1,551,6,6,2,8,72276,15808,36
1.0,0,0,0,0,0,0,0,0,614,7,5,2,6,56875,12036,49
1.0,0,1,0,0,0,0,0,1,870,8,5,3,7,75616,13979,64
1.0,0,0,0,0,0,0,0,1,424,8,9,2,8,141368,15056,64
1.0,0,0,0,0,0,0,0,1,440,6,8,2,7,58560,13748,36
1.0,0,0,0,0,0,0,0,0,564,6,5,2,6,53076,12030,36
1.0,0,0,1,0,0,0,0,1,786,10,5,3,7,124560,14042,100
1.0,0,0,0,0,0,0,0,0,305,4,7,1,5,18848,9730,16
1.0,0,0,0,0,0,0,0,0,368,5,6,1,6,53295,11766,25
1.0,0,0,0,0,0,0,0,1,615,6,6,2,6,70302,11820,36
1.0,0,0,0,0,0,0,0,1,210,3,4,1,6,29358,11532,9
1.0,0,0,0,0,0,0,0,0,632,7,5,2,6,47334,12036,49
1.0,0,0,0,0,0,0,0,0,528,3,3,2,4,30618,7808,9
1.0,0,0,0,0,0,0,0,0,216,5,6,1,4,27000,7680,25
1.0,0,0,0,0,0,0,0,1,824,8,5,3,7,95656,14042,64
1.0,0,0,0,0,0,0,0,0,528,5,6,2,8,57500,15808,25
1.0,0,0,0,0,0,0,0,1,457,7,5,2,7,22274,14035,49
1.0,0,0,0,0,0,0,0,0,328,5,8,1,6,41925,11862,25
1.0,0,0,0,0,0,0,0,1,484,6,3,2,7,72930,13790,36
1.0,0,0,0,0,0,0,0,0,286,4,4,1,6,8868,11820,16
1.0,0,0,0,0,0,0,0,1,550,7,5,2,7,84826,14028,49
1.0,0,0,0,0,0,0,0,1,312,5,5,1,7,106430,13636,25
1.0,1,0,0,0,0,0,0,2,180,6,7,1,7,63552,13461,36
1.0,0,0,0,0,0,0,0,0,280,5,4,1,4,36000,7640,25
1.0,0,0,0,0,0,0,0,1,240,6,5,1,5,69984,9740,36
1.0,0,0,0,0,0,0,0,0,528,8,6,2,6,67200,12006,64
1.0,0,0,0,0,0,0,0,1,478,7,5,2,6,83181,11976,49
1.0,0,0,0,1,0,0,0,1,565,8,5,2,4,46512,7936,64
1.0,0,0,0,0,0,0,0,1,402,7,5,2,7,75488,13937,49
1.0,0,0,0,0,0,0,0,1,440,7,5,2,6,21091,12030,49
1.0,0,0,0,0,0,0,0,0,451,4,5,2,5,28096,10025,16
1.0,0,0,0,0,0,0,0,0,632,7,5,2,6,51842,12036,49
1.0,0,0,0,0,0,0,0,0,160,5,5,1,6,47195,11580,25
1.0,0,0,0,0,0,0,0,1,437,7,5,2,7,22274,14035,49
1.0,0,0,0,0,0,0,0,1,665,8,6,2,10,123984,19760,64
1.0,0,0,0,0,0,0,0,0,461,5,5,2,5,38500,9860,25
1.0,0,0,0,0,0,0,0,2,461,5,5,2,6,46500,11760,25
1.0,0,0,0,0,0,0,0,1,800,8,5,3,7,76160,14049,64
1.0,0,0,0,0,0,0,0,1,240,5,5,1,6,47460,11646,25
1.0,0,0,0,0,0,0,0,0,264,6,7,1,7,10080,13804,36
1.0,0,0,0,0,0,0,0,2,672,7,3,2,12,111041,23040,49
1.0,0,1,0,0,0,0,0,1,796,8,7,3,10,116328,19930,64
1.0,0,0,0,0,0,0,0,0,900,7,5,3,6,56875,12012,49
1.0,1,0,0,0,0,0,0,1,240,5,7,1,5,31525,9690,25
1.0,0,0,0,0,0,0,0,0,290,4,3,1,5,46000,9785,16
1.0,0,0,0,0,0,0,0,1,912,9,5,3,6,116082,12042,81
1.0,0,0,0,0,0,0,0,1,905,8,5,2,7,73920,14007,64
1.0,0,0,0,0,0,0,0,0,286,4,4,1,3,5908,5910,16
1.0,0,0,0,0,0,0,0,1,484,5,4,2,8,65625,15656,25
1.0,0,0,0,0,0,0,0,0,484,6,8,2,7,54780,13762,36
1.0,0,0,1,0,0,0,0,1,624,6,5,2,5,32286,10025,36
1.0,0,0,0,0,0,0,0,1,514,7,5,2,10,82873,19900,49
1.0,0,0,0,0,0,0,1,1,542,8,5,2,9,76800,17829,64
1.0,0,0,0,0,0,0,1,1,452,3,5,2,8,41040,15640,9
1.0,0,0,0,1,0,0,0,1,716,9,5,3,11,144504,22055,81
1.0,0,0,0,0,0,0,0,0,672,5,5,2,5,46225,9970,25
1.0,0,0,0,0,0,0,0,1,336,5,4,2,9,108750,17640,25
1.0,0,0,0,0,0,0,0,0,308,4,7,1,6,44400,11676,16
1.0,0,0,0,0,0,0,0,0,436,7,5,2,6,62951,12042,49
1.0,0,0,0,0,0,0,0,1,440,7,5,2,6,78225,12042,49
1.0,0,0,0,0,0,0,0,1,540,6,6,2,9,57000,17676,36
1.0,0,0,0,0,0,0,0,1,364,5,6,1,7,42810,13699,25
1.0,0,0,0,0,0,0,0,1,586,8,5,2,7,90936,14014,64
1.0,0,0,0,0,0,0,0,1,478,6,5,2,7,68166,13832,36
1.0,0,0,1,0,0,0,0,1,484,7,5,2,6,49364,12030,49
1.0,0,1,0,0,0,0,0,1,467,7,6,2,7,209713,13958,49
1.0,0,0,1,0,0,0,0,1,836,9,5,3,10,101772,20080,81
1.0,1,0,0,0,0,0,0,1,432,6,7,2,7,67650,13524,36
1.0,0,0,0,1,0,0,0,0,582,8,5,2,6,39360,12006,64
1.0,0,0,0,0,0,0,0,0,1248,3,4,3,6,54000,11610,9
1.0,0,0,0,0,0,0,0,0,560,5,5,2,10,68000,19000,25
1.0,0,0,0,0,0,0,0,1,440,6,6,2,5,36000,9625,36
1.0,0,0,0,0,0,0,0,1,480,5,6,2,6,55000,11796,25
1.0,0,0,0,0,0,0,0,0,533,7,5,2,7,98000,13972,49
1.0,0,0,0,0,0,0,0,1,380,6,7,2,7,47022,13951,36
1.0,0,0,0,0,0,0,0,0,442,6,6,2,7,58560,13748,36
1.0,0,0,0,0,0,0,0,1,576,6,4,2,10,23784,19730,36
1.0,0,0,0,0,0,0,0,0,576,5,7,2,4,48000,7796,25
1.0,0,0,0,0,0,0,0,0,286,5,5,1,6,50760,11736,25
1.0,0,0,0,0,0,0,0,0,441,6,6,2,8,70200,15744,36
1.0,0,0,0,0,0,0,0,1,280,5,3,1,7,37925,13636,25
1.0,0,0,0,0,0,0,0,0,440,6,6,2,6,47700,11862,36
1.0,0,0,0,0,0,0,0,0,826,7,5,3,5,59892,10030,49
1.0,1,0,0,0,0,0,0,2,240,7,6,1,6,91875,11640,49
1.0,0,0,0,0,0,0,0,1,566,5,8,2,7,54000,13552,25
1.0,0,0,0,0,0,0,0,0,299,5,5,1,6,79350,11814,25
1.0,0,0,0,0,0,0,0,1,420,6,5,2,3,26610,6012,36
1.0,0,0,0,0,0,0,0,0,299,5,5,1,5,43875,9970,25
1.0,0,0,0,0,0,0,0,0,528,6,7,2,5,66240,9855,36
1.0,0,0,0,0,0,0,0,0,308,5,5,1,5,37500,9815,25
1.0,0,0,0,0,0,0,0,1,527,7,5,2,6,61243,12012,49
1.0,0,0,0,0,0,0,0,2,461,6,6,1,6,52800,11784,36
1.0,0,0,0,0,0,0,0,1,409,6,5,2,6,78186,11970,36
1.0,0,0,0,0,0,0,0,0,564,6,6,2,5,54414,9960,36
1.0,0,0,0,0,0,0,0,0,286,4,5,1,6,7896,11838,16
1.0,0,0,0,0,0,0,0,1,1043,8,5,3,9,84592,18045,64
1.0,0,0,0,0,0,0,0,0,380,7,5,2,7,17654,14028,49
1.0,0,0,0,0,0,0,0,1,550,8,5,2,4,26528,8020,64
1.0,0,0,0,0,0,0,1,0,400,3,4,2,6,25632,11700,9
1.0,0,0,0,0,0,0,0,0,462,7,5,2,4,15120,7996,49
1.0,0,0,0,0,0,0,0,1,576,6,5,2,7,50400,13475,36
1.0,0,0,0,0,0,0,0,0,884,5,8,2,6,46150,11790,25
1.0,0,0,0,0,0,0,0,0,308,5,7,1,4,29340,7824,25
1.0,0,0,0,0,0,0,0,1,440,6,5,2,6,55902,12036,36
1.0,0,0,0,1,0,0,0,0,461,8,5,2,5,29568,9930,64
1.0,0,0,0,0,0,0,0,0,240,4,6,1,6,24000,11616,16
1.0,0,0,0,0,0,0,0,1,478,7,5,2,7,83160,13846,49
1.0,0,0,0,0,0,0,0,0,246,2,5,1,3,16800,5760,4
1.0,0,0,0,0,0,0,0,0,280,5,5,1,5,48790,9855,25
1.0,0,0,0,0,0,0,0,0,254,5,7,1,6,35000,11760,25
1.0,0,0,0,0,0,0,1,1,539,6,6,2,6,53460,11754,36
1.0,0,0,0,0,0,0,0,0,440,5,5,2,6,10080,11820,25
1.0,0,1,0,0,0,0,0,2,712,8,5,2,9,98048,17946,64
1.0,0,0,0,0,0,0,0,1,719,7,5,2,6,72499,11940,49
1.0,0,0,0,0,0,0,0,1,422,7,5,2,9,162799,18054,49
1.0,0,0,0,0,0,0,0,1,463,6,5,2,7,48378,14000,36
1.0,0,0,1,0,0,0,0,1,862,8,5,3,7,90896,14028,64
1.0,0,0,0,0,0,0,0,1,431,6,5,2,8,48000,15960,36
1.0,0,0,0,0,0,0,0,1,483,7,6,2,8,73360,15808,49
1.0,0,0,0,0,0,0,0,0,308,5,7,1,5,35500,9785,25
1.0,0,0,0,0,0,0,0,0,240,5,7,1,6,44615,11718,25
1.0,0,0,0,0,0,0,0,0,326,5,7,1,4,27000,7816,25
1.0,0,0,1,0,0,0,0,1,928,8,5,3,7,96680,14049,64
1.0,0,0,0,0,0,0,0,1,527,8,5,2,7,62000,14014,64
1.0,0,0,0,0,0,0,0,0,450,5,7,2,5,48820,9835,25
1.0,0,0,0,0,0,0,0,0,300,5,6,1,6,69125,11748,25
1.0,0,0,0,0,0,0,1,0,286,5,5,1,6,37800,11754,25
1.0,0,0,0,0,0,0,1,1,308,6,5,1,6,49578,11520,36
1.0,0,0,0,0,0,0,0,0,782,7,5,3,7,70588,14035,49
1.0,0,0,0,0,0,0,0,0,288,4,3,1,5,35704,9780,16
1.0,0,0,0,0,0,0,0,1,392,7,5,2,7,63875,13944,49
1.0,0,0,0,0,0,0,0,1,672,4,5,2,5,41736,9775,16
1.0,0,0,0,0,0,0,0,1,660,7,5,3,7,25788,14049,49
1.0,0,0,0,0,0,0,0,1,630,7,5,3,7,102004,14028,49
1.0,0,0,0,0,0,0,0,1,434,7,5,2,8,82572,16032,49
1.0,0,0,0,0,0,0,0,0,672,5,5,2,4,36000,7920,25
1.0,0,0,0,0,0,0,0,2,576,4,3,2,7,31216,13496,16
1.0,0,0,0,0,0,0,0,0,205,6,4,1,8,59400,15040,36
1.0,0,0,0,0,0,0,0,1,466,8,5,2,8,78624,15960,64
1.0,0,0,0,0,0,0,0,1,460,6,5,2,7,52638,13979,36
1.0,0,0,0,0,0,0,0,1,180,6,5,1,5,37080,9630,36
1.0,0,0,0,0,0,0,0,0,288,6,5,1,6,57600,11700,36
1.0,0,0,0,0,0,0,0,2,714,6,5,2,5,58914,9885,36
1.0,0,0,0,0,0,0,0,1,495,5,5,2,6,43655,11520,25
1.0,0,0,0,0,0,0,0,0,840,5,7,2,4,36750,7804,25
1.0,0,0,0,0,0,0,0,1,484,5,7,2,9,51520,17784,25
1.0,0,0,0,0,0,0,0,1,1052,8,5,3,11,79720,22066,64
1.0,0,0,0,0,0,0,0,0,280,4,4,1,5,48720,9705,16
1.0,0,0,0,0,0,0,0,1,225,5,6,1,8,31200,15424,25
1.0,0,0,0,0,0,0,0,1,403,6,5,2,5,67200,9925,36
1.0,1,0,0,0,0,0,0,1,234,7,7,1,7,84000,13587,49
1.0,0,0,0,0,0,0,0,1,288,7,7,1,5,39900,9630,49
1.0,0,0,0,0,0,0,0,0,324,7,9,2,7,63000,13440,49
